"CustomerID","strategic_priority","pred_sensitivity","business_value"
3265990,"Maintain (Standard)",-0.00236425208340524,-0.0763653422939892
3265998,"Maintain (Standard)",-0.00231563688257252,-0.0582845803343505
3266002,"Maintain (Standard)",-0.0010053965717336,-0.0568953919944042
3266006,"Maintain (Standard)",-0.00222655832485449,-0.088661552495706
3266018,"Maintain (Standard)",-0.00326693035620096,-0.101634203381412
3266034,"Maintain (Standard)",-0.00100017665550556,-0.047858452965941
3266038,"Protect (High Value, Negative Sensitivity)",-0.00235658480698553,-0.273293140066112
3266042,"Protect (High Value, Negative Sensitivity)",-0.00397503390848786,-0.532296790685609
3266054,"Maintain (Standard)",-0.00108688132002621,-0.0553331280025344
3266058,"Protect (High Value, Negative Sensitivity)",-0.00298531011899264,-0.497412372026554
3266062,"Maintain (Standard)",-0.00329582523817684,-0.106356280435967
3266070,"Protect (High Value, Negative Sensitivity)",-0.00327946422802469,-0.692491666389694
3266086,"Protect (High Value, Negative Sensitivity)",-0.00369061399226134,-0.549975297126785
3266102,"Maintain (Standard)",-0.00107578905319794,-0.0458824031188921
3266114,"Maintain (Standard)",-0.000962803019022712,-0.0440289820599086
3266138,"Maintain (Standard)",-0.00238600347422196,-0.0911930527847635
3266158,"Maintain (Standard)",-0.00305232909274483,-0.103748665862397
3266170,"Protect (High Value, Negative Sensitivity)",-0.00542840170655617,-0.694455430319731
3266174,"Protect (High Value, Negative Sensitivity)",-0.00466412897443025,-0.49411782355114
3266202,"Maintain (Standard)",-0.00317510783862884,-0.116875719539928
3266210,"Maintain (Standard)",-0.000949639275549308,-0.0385458581945464
3266214,"Maintain (Standard)",-0.00208434135854588,-0.0625093973427908
3266222,"Maintain (Standard)",-0.000908711678205609,-0.0454264967934984
3266230,"Protect (High Value, Negative Sensitivity)",-0.00286911335574178,-0.338584067111087
3266234,"Protect (High Value, Negative Sensitivity)",-0.000851141546363676,-0.0646101547844667
3266250,"Maintain (Standard)",-0.00336648182364568,-0.105606534807765
3266254,"Protect (High Value, Negative Sensitivity)",-0.00362512542302645,-0.661947902244631
3266258,"Maintain (Standard)",-0.000946798482578864,-0.0474156680075495
3266274,"Protect (High Value, Negative Sensitivity)",-0.00320382258366531,-0.257907717985057
3266278,"Maintain (Standard)",-0.00194577817193919,-0.0891750136199733
3266286,"Maintain (Standard)",-0.00168847177430953,-0.101291421740829
3266298,"Maintain (Standard)",-0.00334141306335833,-0.126940282276983
3266310,"Maintain (Standard)",-0.00167800745628582,-0.0282240854147276
3266314,"Protect (High Value, Negative Sensitivity)",-0.00496584524081123,-0.46063180453765
3266326,"Maintain (Standard)",-0.00198501509181215,-0.0716391946635004
3266334,"Maintain (Standard)",-0.00338627836749661,-0.101554488241223
3266338,"Protect (High Value, Negative Sensitivity)",-0.00557422760267778,-0.860159061369209
3266346,"Maintain (Standard)",-0.00240708855214117,-0.0305940954977142
3266354,"Maintain (Standard)",-0.00212243752134506,-0.0207362145835412
3266366,"Maintain (Standard)",-0.0032769664415761,-0.014254804020856
3266386,"Maintain (Standard)",-0.00213690347249718,-0.0647054371472145
3266402,"Maintain (Standard)",-0.00201309789243376,-0.12034299200969
3266406,"Protect (High Value, Negative Sensitivity)",-0.00488156361467079,-0.502264080313478
3266410,"Maintain (Standard)",-0.00351999196948233,-0.044422298654867
3266418,"Maintain (Standard)",-0.00272833200236189,-0.0731192976632986
3266422,"Maintain (Standard)",-0.000952596239523595,-0.0558792954104541
3266446,"Maintain (Standard)",-0.000864524033496489,-0.0432694278764993
3266466,"Protect (High Value, Negative Sensitivity)",-0.00416099107672685,-0.547419986054184
3266470,"Maintain (Standard)",-0.00202692613566785,-0.0839958190620757
3266478,"Protect (High Value, Negative Sensitivity)",-0.00104565061011397,-0.0679463766452057
3266486,"Protect (High Value, Negative Sensitivity)",-0.00289688852758485,-0.312458396585302
3266490,"Maintain (Standard)",-0.0036643710777734,-0.134042694024951
3266502,"Protect (High Value, Negative Sensitivity)",-0.00526524301543946,-0.440964102543055
3266506,"Maintain (Standard)",-0.00355108297720574,-0.1064969784864
3266510,"Maintain (Standard)",-0.00349712461467966,-0.118867265652962
3266530,"Maintain (Standard)",-0.00332215590901658,-0.103352270329506
3266534,"Protect (High Value, Negative Sensitivity)",-0.0011106222241789,-0.070124687234656
3266538,"Maintain (Standard)",-0.00191827060740002,-0.104315555630413
3266542,"Protect (High Value, Negative Sensitivity)",-0.00431563766847975,-0.596248500277163
3266546,"Protect (High Value, Negative Sensitivity)",-0.00382631028921965,-0.429732908582259
3266582,"Maintain (Standard)",-0.000891660597302474,-0.0376369938121374
3266594,"Maintain (Standard)",-0.00216677652489722,-0.0725220102883099
3266598,"Maintain (Standard)",-0.000921538239984726,-0.0391285136697515
3266606,"Maintain (Standard)",-0.0033303369131531,-0.0985446692602002
3266622,"Maintain (Standard)",-0.0010505019905756,-0.0441105785842696
3266630,"Protect (High Value, Negative Sensitivity)",-0.00385882617085748,-0.492849278541917
3266634,"Maintain (Standard)",-0.00335327923459378,-0.0737386103687171
3266662,"Maintain (Standard)",-0.00174176986493418,-0.0915474241009407
3266666,"Protect (High Value, Negative Sensitivity)",-0.00554290678758362,-0.71553383720917
3266670,"Maintain (Standard)",-0.00212285969041731,-0.107268100156787
3266690,"Maintain (Standard)",-0.00333536446464183,-0.113469099087115
3266698,"Maintain (Standard)",-0.00333256405067511,-0.103242834289915
3266710,"Maintain (Standard)",-0.00301517205080437,-0.0904250098036231
3266714,"Maintain (Standard)",-0.00192181417244286,-0.10375874717019
3266726,"Protect (High Value, Negative Sensitivity)",-0.00103889661853013,-0.074000606137901
3266742,"Maintain (Standard)",-0.000911303129385338,-0.0507049061190002
3266746,"Maintain (Standard)",-0.00347078874683654,-0.11189822919801
3266762,"Maintain (Standard)",-0.00345994462327298,-0.103763739251957
3266798,"Maintain (Standard)",-0.00195441502937788,-0.0602741595060137
3266810,"Protect (High Value, Negative Sensitivity)",-0.00443405863242324,-1.81352998066111
3266818,"Maintain (Standard)",-0.00304800444772468,-0.033345168658108
3266826,"Protect (High Value, Negative Sensitivity)",-0.00407924629182471,-0.53083231995515
3266830,"Protect (High Value, Negative Sensitivity)",-0.00461190814956253,-0.371258606039783
3266838,"Maintain (Standard)",-0.00191278925712748,-0.0612666399057933
3266842,"Protect (High Value, Negative Sensitivity)",-0.00097465465283425,-0.0733720022653624
3266850,"Maintain (Standard)",-0.00337198464810412,-0.110870855229663
3266854,"Maintain (Standard)",-0.00274398311619023,-0.0866824266404494
3266866,"Maintain (Standard)",-0.0034993955145986,-0.0498663860830301
3266886,"Maintain (Standard)",-0.00336445489386594,-0.127681063222213
3266890,"Maintain (Standard)",-0.00228531340857424,-0.0685365491231415
3266902,"Maintain (Standard)",-0.00333529241786051,-0.100025419611637
3266906,"Protect (High Value, Negative Sensitivity)",-0.000952194838323955,-0.069481657352499
3266946,"Maintain (Standard)",-0.00303101948840867,-0.0945981182332346
3266958,"Protect (High Value, Negative Sensitivity)",-0.00544142697685956,-0.452019338967724
3266962,"Maintain (Standard)",-0.0034908841506317,-0.034908841506317
3266966,"Protect (High Value, Negative Sensitivity)",-0.00334974293372559,-0.293102506700989
3266970,"Maintain (Standard)",-0.00100733156743846,-0.0524416814008461
3266974,"Maintain (Standard)",-0.00197535615577038,-0.0597742772736117
3266978,"Maintain (Standard)",-0.00202317003018981,-0.074088486505551
3266982,"Protect (High Value, Negative Sensitivity)",-0.0029971621337366,-0.244808203083606
3266994,"Maintain (Standard)",-0.00206503759918042,-0.075621676881987
3267006,"Maintain (Standard)",-0.00178508672321526,-0.0771692990445955
3267014,"Maintain (Standard)",-0.00104006715872079,-0.04362041663675
3267022,"Maintain (Standard)",-0.00240358464603879,-0.0725401846174508
3267050,"Maintain (Standard)",-0.00211365285455034,-0.0552931586750369
3267054,"Protect (High Value, Negative Sensitivity)",-0.00408042300546757,-0.454640731269197
3267062,"Protect (High Value, Negative Sensitivity)",-0.000952440509034591,-0.0731664799040373
3267066,"Maintain (Standard)",-0.00211418372919844,-0.0639751996455449
3267074,"Protect (High Value, Negative Sensitivity)",-0.00102853489412286,-0.0706294911794166
3267078,"Maintain (Standard)",-0.0023049541096124,-0.089777962569403
3267090,"Maintain (Standard)",-0.00202472891510286,-0.0855245493739447
3267094,"Maintain (Standard)",-0.00327316136332229,-0.100584248694894
3267098,"Maintain (Standard)",-0.000937283598559546,-0.0479701745742776
3267102,"Maintain (Standard)",-0.00332691933972029,-0.110819683206083
3267114,"Maintain (Standard)",-0.00353684948900379,-0.11225960278098
3267118,"Protect (High Value, Negative Sensitivity)",-0.00220186970866942,-0.147106915236204
3267126,"Maintain (Standard)",-0.00199781493502926,-0.0676260355507406
3267150,"Maintain (Standard)",-0.00209223984402465,-0.0229518710889504
3267166,"Maintain (Standard)",-0.00322140080251826,-0.113264452216542
3267174,"Maintain (Standard)",-0.00364926041997377,-0.141043915231986
3267182,"Protect (High Value, Negative Sensitivity)",-0.00359884942986216,-0.299568226541726
3267186,"Maintain (Standard)",-0.00241218034272656,-0.072944333564051
3267190,"Maintain (Standard)",-0.0023944608993442,-0.0746592908415521
3267194,"Maintain (Standard)",-0.000820483102231817,-0.0363802207529588
3267206,"Maintain (Standard)",-0.00184243257871436,-0.106768967936497
3267210,"Protect (High Value, Negative Sensitivity)",-0.00294916118310024,-0.277280134435084
3267218,"Maintain (Standard)",-0.00106898060988697,-0.0501138109915012
3267222,"Protect (High Value, Negative Sensitivity)",-0.00466856689527129,-0.591694168306683
3267230,"Maintain (Standard)",-0.00192181417244286,-0.10375874717019
3267238,"Maintain (Standard)",-0.00205327934271232,-0.0825418295770353
3267246,"Maintain (Standard)",-0.00283811251298927,-0.0975459270714411
3267250,"Maintain (Standard)",-0.00329162370001718,-0.119387191599623
3267254,"Maintain (Standard)",-0.00189781933651856,-0.0469330721921039
3267258,"Protect (High Value, Negative Sensitivity)",-0.00341826607919815,-0.365754470474202
3267262,"Maintain (Standard)",-0.00326528343489724,-0.10612171163416
3267274,"Maintain (Standard)",-0.00343754675173819,-0.103092027084628
3267278,"Maintain (Standard)",-0.00231291047206,-0.0816457396637181
3267294,"Maintain (Standard)",-0.00214029362164794,-0.0695595427035581
3267298,"Maintain (Standard)",-0.00351593002942691,-0.119506461700221
3267306,"Protect (High Value, Negative Sensitivity)",-0.00439171349525197,-0.702322822160695
3267310,"Maintain (Standard)",-0.00234499692432372,-0.049338735287771
3267318,"Maintain (Standard)",-0.000876560820471883,-0.0429514802031223
3267326,"Maintain (Standard)",-0.00178847514334135,-0.0765288513835764
3267330,"Protect (High Value, Negative Sensitivity)",-0.0047298251258191,-0.432637104258673
3267342,"Maintain (Standard)",-0.00214512193058991,-0.078876133387791
3267350,"Maintain (Standard)",-0.0020460449069904,-0.0656780415143917
3267354,"Maintain (Standard)",-0.00185759554201609,-0.0864339205700086
3267358,"Maintain (Standard)",-0.00229937262504432,-0.0768220394027306
3267362,"Protect (High Value, Negative Sensitivity)",-0.00335545788167646,-0.282227562427807
3267370,"Maintain (Standard)",-0.00202833106167188,-0.121679580389696
3267386,"Maintain (Standard)",-0.00192032437865852,-0.112012521007152
3267406,"Maintain (Standard)",-0.000840513342957455,-0.0474301679430892
3267410,"Maintain (Standard)",-0.00189779095577719,-0.109976985887288
3267434,"Protect (High Value, Negative Sensitivity)",-0.00288808238363636,-0.287566362938672
3267438,"Maintain (Standard)",-0.00337491760470515,-0.102698742711178
3267446,"Maintain (Standard)",-0.0020124534166524,-0.0725288211361527
3267454,"Maintain (Standard)",-0.000756683489122778,-0.0378266076212477
3267494,"Maintain (Standard)",-0.00200864364902159,-0.0817919693881592
3267498,"Maintain (Standard)",-0.00227177136846568,-0.0472301267504015
3267522,"Maintain (Standard)",-0.00327991681757794,-0.0327991681757794
3267526,"Protect (High Value, Negative Sensitivity)",-0.00111487390583986,-0.0845408882798369
3267554,"Maintain (Standard)",-0.000753646525360058,-0.0320676596540705
3267558,"Maintain (Standard)",-0.00224476593663958,-0.0701040402012541
3267566,"Maintain (Standard)",-0.000965760703009716,-0.0532906755920761
3267570,"Maintain (Standard)",-0.00100988878390551,-0.0438998654363725
3267586,"Maintain (Standard)",-0.000859619783024568,-0.0461701785462495
3267614,"Protect (High Value, Negative Sensitivity)",-0.0037092402230289,-0.324781073928411
3267618,"Maintain (Standard)",-0.00208710214765664,-0.0629052587303713
3267630,"Protect (High Value, Negative Sensitivity)",-0.00415870807382124,-0.360185706273657
3267638,"Maintain (Standard)",-0.00151716121057568,-0.0446500544272424
3267642,"Protect (High Value, Negative Sensitivity)",-0.00317583891002446,-0.604584453301356
3267646,"Maintain (Standard)",-0.00180445205946855,-0.090204558452833
3267662,"Maintain (Standard)",-0.00336421412789933,-0.111254561209631
3267666,"Maintain (Standard)",-0.000933255389724941,-0.042584443433149
3267670,"Maintain (Standard)",-0.00243391002641463,-0.0766681658320609
3267694,"Maintain (Standard)",-0.00237751636036948,-0.0721813967008174
3267702,"Maintain (Standard)",-0.00190979436879832,-0.0572747331202615
3267734,"Maintain (Standard)",-0.000874097493474058,-0.0440894775708315
3267750,"Maintain (Standard)",-0.00105717728831933,-0.0601956747969028
3267754,"Maintain (Standard)",-0.00318629487362637,-0.118179676862802
3267758,"Maintain (Standard)",-0.00172691169329542,-0.0566945108908886
3267762,"Protect (High Value, Negative Sensitivity)",-0.00115711440281469,-0.0837287981876706
3267766,"Maintain (Standard)",-0.000940922814848283,-0.0460581717868234
3267790,"Maintain (Standard)",-0.00348187314927156,-0.104769563061581
3267798,"Maintain (Standard)",-0.0010441640193492,-0.0624932165580498
3267802,"Maintain (Standard)",-0.00341715270021503,-0.113517812701143
3267810,"Maintain (Standard)",-0.00239787823562815,-0.0245782519151885
3267826,"Protect (High Value, Negative Sensitivity)",-0.00443090210763203,-0.606368953429443
3267830,"Protect (High Value, Negative Sensitivity)",-0.0038503513234654,-0.872027567738443
3267838,"Protect (High Value, Negative Sensitivity)",-0.00119002038950566,-0.0914173663218251
3267846,"Maintain (Standard)",-0.00173224242613063,-0.0699306267428934
3267850,"Maintain (Standard)",-0.00345375832380701,-0.111003792527157
3267862,"Maintain (Standard)",-0.000885442470091924,-0.0451929836734918
3267874,"Protect (High Value, Negative Sensitivity)",-0.000828417347551513,-0.0621313010663635
3267890,"Maintain (Standard)",-0.00242104401685656,-0.0732123710697422
3267894,"Maintain (Standard)",-0.00327277228993245,-0.105415995458724
3267898,"Protect (High Value, Negative Sensitivity)",-0.00200677477386652,-0.126928504447057
3267914,"Maintain (Standard)",-0.000749662577582383,-0.0368983920686049
3267918,"Maintain (Standard)",-0.00362426846616543,-0.125870843829925
3267922,"Maintain (Standard)",-0.00335761967928261,-0.100963623756028
3267926,"Maintain (Standard)",-0.00114577090002438,-0.0612070814793023
3267942,"Maintain (Standard)",-0.00317495315170568,-0.0634673135025966
3267950,"Protect (High Value, Negative Sensitivity)",-0.00122111085806426,-0.0967730355015923
3267958,"Maintain (Standard)",-0.00343135873129141,-0.102906448351429
3267962,"Maintain (Standard)",-0.00230826182563515,-0.0474578631350587
3267966,"Maintain (Standard)",-0.00232164114593275,-0.0702528610759251
3267982,"Protect (High Value, Negative Sensitivity)",-0.00113860059687859,-0.0828673514408239
3268030,"Maintain (Standard)",-0.0023640298797204,-0.057138602192842
3268038,"Maintain (Standard)",-0.00219279886108842,-0.0272784178319399
3268046,"Maintain (Standard)",-0.000981493155327778,-0.0545808343677778
3268066,"Maintain (Standard)",-0.00206338504267878,-0.0604365479000614
3268074,"Maintain (Standard)",-0.00322834812756956,-0.0824197276968508
3268078,"Protect (High Value, Negative Sensitivity)",-0.00291088111759311,-0.310503688813657
3268086,"Protect (High Value, Negative Sensitivity)",-0.0022331356686906,-0.160763436789036
3268090,"Maintain (Standard)",-0.00104264149893829,-0.0543529013396531
3268098,"Maintain (Standard)",-0.00093893657424457,-0.042890622711492
3268106,"Protect (High Value, Negative Sensitivity)",-0.00322250081264908,-0.41460695455543
3268110,"Protect (High Value, Negative Sensitivity)",-0.000985259647273667,-0.0700519609211577
3268114,"Protect (High Value, Negative Sensitivity)",-0.00319497387684217,-0.271540829792816
3268118,"Maintain (Standard)",-0.00194006898455829,-0.072461576573252
3268126,"Protect (High Value, Negative Sensitivity)",-0.00428755314210127,-0.792125443003211
3268130,"Maintain (Standard)",-0.000972722228776784,-0.0428484141776174
3268142,"Maintain (Standard)",-0.00338783562819778,-0.101601190489651
3268150,"Maintain (Standard)",-0.00328556000581781,-0.0990924897754652
3268162,"Maintain (Standard)",-0.00222735228912349,-0.0868890127987074
3268170,"Maintain (Standard)",-0.00257152348654965,-0.0500675622831218
3268174,"Maintain (Standard)",-0.00217540090784119,-0.0815340260258876
3268178,"Maintain (Standard)",-0.000986971034487361,-0.0464665963036649
3268190,"Maintain (Standard)",-0.00378519493715201,-0.13520716315507
3268194,"Maintain (Standard)",-0.00243347831666751,-0.0790637105085275
3268198,"Maintain (Standard)",-0.00103493851552339,-0.0610199748752589
3268202,"Protect (High Value, Negative Sensitivity)",-0.00345016628001918,-0.459700155149755
3268206,"Protect (High Value, Negative Sensitivity)",-0.00520307649479856,-0.423062149792071
3268210,"Maintain (Standard)",-0.00227369516152387,-0.0172800832275814
3268214,"Maintain (Standard)",-0.000807922967168972,-0.0408970605980934
3268222,"Maintain (Standard)",-0.00384169887459734,-0.120667761651103
3268226,"Maintain (Standard)",-0.00215675141226782,-0.0722296047968491
3268230,"Maintain (Standard)",-0.00191074001161298,-0.0626149501805574
3268238,"Maintain (Standard)",-0.00172113845203881,-0.0864699958304296
3268242,"Protect (High Value, Negative Sensitivity)",-0.00559300648612882,-1.03973990577135
3268246,"Maintain (Standard)",-0.00243391002641463,-0.0436643458738785
3268250,"Maintain (Standard)",-0.00186827289892783,-0.0810830438134676
3268254,"Protect (High Value, Negative Sensitivity)",-0.00525485743695686,-0.425065418075441
3268262,"Maintain (Standard)",-0.00102277642427612,-0.050617205237425
3268266,"Maintain (Standard)",-0.00225788732082927,-0.0743973872213243
3268274,"Maintain (Standard)",-0.000788129312604413,-0.0432761805551083
3268278,"Maintain (Standard)",-0.00209434116639884,-0.116989897555039
3268282,"Protect (High Value, Negative Sensitivity)",-0.00386349328238869,-0.316342829961986
3268290,"Protect (High Value, Negative Sensitivity)",-0.00349932739437744,-0.342549158635608
3268310,"Maintain (Standard)",-0.00336194278712659,-0.100824664185927
3268314,"Maintain (Standard)",-0.00235631247327295,-0.0774048647470163
3268318,"Maintain (Standard)",-0.0034640391977751,-0.105549274356207
3268330,"Protect (High Value, Negative Sensitivity)",-0.00104191985702246,-0.0628381865770243
3268354,"Protect (High Value, Negative Sensitivity)",-0.00336580955329827,-0.291681055888828
3268358,"Maintain (Standard)",-0.00234953557268586,-0.0719662745913678
3268370,"Protect (High Value, Negative Sensitivity)",-0.00102429848339786,-0.0650941686199338
3268378,"Protect (High Value, Negative Sensitivity)",-0.0037276448382092,-0.649393007264425
3268382,"Maintain (Standard)",-0.00344218154743153,-0.10505538082761
3268386,"Maintain (Standard)",-0.00232218694411729,-0.0232218694411729
3268390,"Protect (High Value, Negative Sensitivity)",-0.000930443892658145,-0.070313644968176
3268414,"Protect (High Value, Negative Sensitivity)",-0.00421747409613699,-0.493908391398602
3268422,"Maintain (Standard)",-0.000975981364024991,-0.0420452771621966
3268426,"Protect (High Value, Negative Sensitivity)",-0.00099703502908749,-0.0773499775566074
3268438,"Maintain (Standard)",-0.000913082443451507,-0.0378746597543685
3268450,"Maintain (Standard)",-0.0020206897889132,-0.020206897889132
3268470,"Maintain (Standard)",-0.00201491111270385,-0.0239774422411759
3268474,"Maintain (Standard)",-0.000867832316837708,-0.0440251334331769
3268478,"Maintain (Standard)",-0.0034908841506317,-0.104691615677445
3268482,"Protect (High Value, Negative Sensitivity)",-0.00196126172837086,-0.138229726615578
3268494,"Maintain (Standard)",-0.000857699222040764,-0.0477910006521114
3268506,"Protect (High Value, Negative Sensitivity)",-0.00176927850099373,-0.123141783669164
3268518,"Maintain (Standard)",-0.0018670476524506,-0.107187205727189
3268522,"Maintain (Standard)",-0.0022949602883453,-0.0734387292270497
3268534,"Maintain (Standard)",-0.00355106944262834,-0.112036240914924
3268538,"Maintain (Standard)",-0.000978216320050546,-0.0445577533783023
3268550,"Protect (High Value, Negative Sensitivity)",-0.00386552143901431,-0.474724687925347
3268554,"Maintain (Standard)",-0.00357459560029788,-0.11388661582549
3268574,"Protect (High Value, Negative Sensitivity)",-0.00519868447198546,-0.612145096576288
3268594,"Maintain (Standard)",-0.00179408612201126,-0.0770021763567234
3268598,"Protect (High Value, Negative Sensitivity)",-0.00432050767310221,-0.540106664214508
3268618,"Maintain (Standard)",-0.00185924154984091,-0.105028555150513
3268622,"Maintain (Standard)",-0.00316198312313759,-0.115317524500828
3268634,"Maintain (Standard)",-0.00350197227983101,-0.0347395650159236
3268638,"Maintain (Standard)",-0.0021868007214462,-0.040849437476615
3268642,"Maintain (Standard)",-0.00239787823562815,-0.0725118378453952
3268646,"Maintain (Standard)",-0.0031948266221678,-0.123160566284569
3268650,"Protect (High Value, Negative Sensitivity)",-0.00186939166377842,-0.120818783229999
3268658,"Maintain (Standard)",-0.00210979421829,-0.0811004897510674
3268662,"Maintain (Standard)",-0.00194307820441436,-0.0971344794386739
3268666,"Protect (High Value, Negative Sensitivity)",-0.00284888086727886,-0.375624942350717
3268670,"Maintain (Standard)",-0.000810306999465132,-0.0395510846438931
3268690,"Maintain (Standard)",-0.00331766535982148,-0.100326200481001
3268694,"Maintain (Standard)",-0.00193216024599274,-0.0584671690437404
3268698,"Maintain (Standard)",-0.00187638122730949,-0.0639658360389804
3268702,"Protect (High Value, Negative Sensitivity)",-0.00111064280267453,-0.0731136157000645
3268710,"Protect (High Value, Negative Sensitivity)",-0.00510140921601265,-0.692465286981558
3268730,"Maintain (Standard)",-0.000774221797094549,-0.0456326327207527
3268734,"Maintain (Standard)",-0.00145131895476122,-0.0734802786795607
3268738,"Protect (High Value, Negative Sensitivity)",-0.0019293637151237,-0.117652599348243
3268746,"Maintain (Standard)",-0.00110368270868338,-0.0465312629980915
3268766,"Maintain (Standard)",-0.00211143066717778,-0.0425875565569759
3268794,"Protect (High Value, Negative Sensitivity)",-0.00174834034481369,-0.109743323443955
3268802,"Maintain (Standard)",-0.00248912885634017,-0.0703178901916099
3268818,"Protect (High Value, Negative Sensitivity)",-0.00410885267688843,-0.502142885642535
3268834,"Protect (High Value, Negative Sensitivity)",-0.00262529670252168,-0.241921091137373
3268850,"Maintain (Standard)",-0.00349712461467966,-0.117748185776264
3268854,"Protect (High Value, Negative Sensitivity)",-0.00423230131809443,-0.568017159901454
3268882,"Maintain (Standard)",-0.00201828628907708,-0.0738490953173302
3268894,"Maintain (Standard)",-0.00185029960090799,-0.0938656987540623
3268898,"Protect (High Value, Negative Sensitivity)",-0.00552470264726407,-0.72263110626214
3268918,"Maintain (Standard)",-0.00085316423151105,-0.0343654552452651
3268922,"Maintain (Standard)",-0.00105660259130708,-0.0429931594402849
3268930,"Protect (High Value, Negative Sensitivity)",-0.00282141235694519,-0.275031276555017
3268934,"Maintain (Standard)",-0.00234139514717419,-0.0782025979156178
3268950,"Maintain (Standard)",-0.00169547628004035,-0.0847568592392173
3268954,"Maintain (Standard)",-0.0010602509131542,-0.0564159510889352
3268962,"Maintain (Standard)",-0.00350167540220114,-0.0699984912900009
3268970,"Protect (High Value, Negative Sensitivity)",-0.00164874953081565,-0.125585251762228
3268974,"Maintain (Standard)",-0.00188511882487968,-0.105396993499023
3268978,"Maintain (Standard)",-0.00307773052734467,-0.0775280319838122
3268982,"Maintain (Standard)",-0.00178855720785748,-0.0898571141227597
3268990,"Maintain (Standard)",-0.00305652869761941,-0.058899308003126
3268998,"Protect (High Value, Negative Sensitivity)",-0.0044741304189691,-0.669866806328054
3269002,"Maintain (Standard)",-0.00216228835415294,-0.0648470277410467
3269006,"Maintain (Standard)",-0.00361479619543498,-0.135518709366857
3269026,"Maintain (Standard)",-0.00222859734676378,-0.0674373557130721
3269046,"Maintain (Standard)",-0.00362737771294364,-0.141685373467578
3269058,"Maintain (Standard)",-0.00324180039557664,-0.0988100760571761
3269066,"Maintain (Standard)",-0.0032705868157224,-0.113849127055297
3269078,"Maintain (Standard)",-0.00232218694411729,-0.0628151568383726
3269086,"Maintain (Standard)",-0.000935087696722847,-0.0442483498089251
3269094,"Protect (High Value, Negative Sensitivity)",-0.0044614414659635,-0.388636166100081
3269106,"Protect (High Value, Negative Sensitivity)",-0.00117075550964585,-0.0847626988983595
3269154,"Maintain (Standard)",-0.00358740529033186,-0.0806807449795635
3269166,"Protect (High Value, Negative Sensitivity)",-0.00120153956057928,-0.0747597914592427
3269170,"Maintain (Standard)",-0.00246744157487555,-0.08981487332547
3269174,"Maintain (Standard)",-0.000900261939798475,-0.0496584485992839
3269182,"Protect (High Value, Negative Sensitivity)",-0.00440691476448313,-0.553464425271436
3269222,"Maintain (Standard)",-0.00279531774575209,-0.0845304086315432
3269226,"Maintain (Standard)",-0.00187543218252367,-0.112507176629595
3269238,"Maintain (Standard)",-0.00215431618378689,-0.0840398743295266
3269242,"Maintain (Standard)",-0.000879814930054568,-0.0446154151030671
3269262,"Protect (High Value, Negative Sensitivity)",-0.00266769053556654,-0.273865110381261
3269278,"Maintain (Standard)",-0.00215696428007267,-0.0656364230426114
3269294,"Maintain (Standard)",-0.00213976688373146,-0.0904907415130036
3269302,"Protect (High Value, Negative Sensitivity)",-0.00506155357812321,-0.507370130671071
3269306,"Protect (High Value, Negative Sensitivity)",-0.00329352418015263,-0.502460048924086
3269310,"Protect (High Value, Negative Sensitivity)",-0.00418424780054394,-0.373067533896498
3269330,"Maintain (Standard)",-0.00318604468355771,-0.104406684280186
3269334,"Maintain (Standard)",-0.00106258157175232,-0.0495163012436581
3269338,"Maintain (Standard)",-0.00242199842366425,-0.089226421927791
3269346,"Maintain (Standard)",-0.00203405937740464,-0.0615506367602644
3269350,"Protect (High Value, Negative Sensitivity)",-0.00407053600688612,-0.334475943685832
3269366,"Maintain (Standard)",-0.00194377425594558,-0.0503048777438716
3269370,"Protect (High Value, Negative Sensitivity)",-0.00393395743298341,-0.37467010591734
3269382,"Maintain (Standard)",-0.00218260934455627,-0.111225772198588
3269386,"Maintain (Standard)",-0.00210236687690002,-0.116176793617495
3269390,"Maintain (Standard)",-0.00109706136571541,-0.0513973249837671
3269394,"Protect (High Value, Negative Sensitivity)",-0.00263004576638309,-0.240596586708725
3269398,"Protect (High Value, Negative Sensitivity)",-0.00419084941499442,-0.671415984776257
3269410,"Protect (High Value, Negative Sensitivity)",-0.000815043833163304,-0.0649345421881204
3269426,"Protect (High Value, Negative Sensitivity)",-0.000797931983326339,-0.0496473280025648
3269446,"Maintain (Standard)",-0.00226780994832138,-0.0686239290362048
3269454,"Protect (High Value, Negative Sensitivity)",-0.00555950194077992,-0.46733173314196
3269466,"Maintain (Standard)",-0.00352743824051344,-0.109632780515158
3269470,"Maintain (Standard)",-0.00203731745859537,-0.0636254242319333
3269474,"Protect (High Value, Negative Sensitivity)",-0.00303073661811792,-0.250187307825635
3269482,"Maintain (Standard)",-0.00336361551256464,-0.0165153521666924
3269486,"Maintain (Standard)",-0.00226979121183035,-0.0820983481319038
3269490,"Maintain (Standard)",-0.00202608425205364,-0.0642471316326209
3269498,"Protect (High Value, Negative Sensitivity)",-0.00291986856907528,-0.654868122672204
3269506,"Maintain (Standard)",-0.00176475758925676,-0.0988617201501637
3269510,"Maintain (Standard)",-0.00198788976802605,-0.081264933716905
3269514,"Protect (High Value, Negative Sensitivity)",-0.00362502954777622,-1.3743574524484
3269522,"Protect (High Value, Negative Sensitivity)",-0.000753802782919061,-0.0485373611921583
