"Churn_flag","CustomerCareCalls","DroppedBlockedCalls","MonthlyRevenue","MonthlyMinutes","OverageMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num"
0,0,0,147.74,794,378,-166,-55.6,11,3
0,0,0,34.99,332,0,31,0,13,4
1,0,0,106.55,1162,108,4,-17.1,11,2
1,0,0,60,317,1,-260,-9.6,11,2
0,0,0,59.44,592,0,-186,-9.4,11,2
0,1.7,9.4,92.08,832,166,486,62.9,15,3
0,0.3,0,33,11,0,4,0,15,2
0,0,0,29.99,25,0,-21,0,17,4
0,0,0,33.61,250,10,50,9.1,11,2
0,0,0,39.99,660,0,73,0,17,7
0,2,6.7,62.41,406,120,-406,-86.9,15,5
0,0.3,4.3,33.32,308,0,334,6,11,3
1,20.7,15.7,155.56,2055,172,-213,2.1,13,5
0,0,0,30.26,179,2,-58,-0.3,11,3
0,0,0,50.54,322,0,131,-0.5,11,2
0,1,6.7,60.92,947,0,7,6.9,17,4
0,0,1.7,40.99,287,10,70,4.9,13,7
1,0,0,90.71,982,68,-179,-29.3,11,2
0,0,0,39.07,733,9,-195,-3,13,2
1,1.3,7,150.86,1332,241,-353,90.9,11,4
1,0,0,32.45,1053,7,175,7.3,13,5
1,0,0,64.09,219,47,183,15.6,15,3
0,0,0,129.59,1490,163,1218,155.6,17,6
0,0,0,14.47,142,0,-53,4.5,15,2
0,0.7,4,58.22,305,2,133,-22.9,17,4
1,0,2.3,51.28,371,0,278,1.7,11,7
0,0,0,38.04,203,9,-39,-5.1,13,2
0,0,0,41.21,249,15,98,16,11,4
1,0,0,49.42,264,39,-138,-14.2,11,5
0,0,53.4,227.23,2456,375,1544,168.7,11,5
1,0,23,81.88,1648,0,-72,-1.7,11,5
0,0,0,40.8,545,7,-175,-4.8,11,2
0,0,0,34.99,136,0,-70,0,15,3
0,0,0,47.74,74,0,-25,-0.2,17,2
1,0,6.3,37.49,312,0,-147,-37.5,13,3
0,0,0,79.5,1244,0,68,0.5,15,1
0,0,0,36.02,842,2,-261,-1,13,2
0,0,0,80.73,514,0,36,0.5,13,5
0,3,10.3,88.54,1595,24,230,-3.3,17,2
0,0,4,39.82,180,0,-74,-9.8,17,3
0,2.3,0,30.43,63,0,-63,-0.4,13,7
0,0,0,28,119,0,29,-1,11,2
0,0,0,47.93,255,0,62,-7.9,15,5
1,3.3,11.4,21.83,676,61,-674,-11.8,17,1
0,4.3,72.6,81.83,1638,0,26,-0.9,11,6
0,0,0,24.04,188,30,-64,-4,11,2
1,2,10.3,48.22,31,0,-31,1.8,11,4
0,0,0,35.05,157,14,-11,-5.1,17,2
1,0.7,9.7,88.97,625,3,-246,-1,11,3
0,1,38.7,107.8,2027,199,-17,-4,15,2
0,14,9.7,148.63,1708,196,-600,-47.7,13,4
0,0,0,11.53,0,0,0,-11.5,15,4
1,1.3,15.6,192.43,908,252,222,-29.8,13,2
0,4.7,47,44.2,663,0,-274,-3.7,15,3
0,0,0,11.25,51,0,26,-1.2,13,2
1,0,0,10,0,0,0,0,17,2
0,0,4,51.31,414,0,50,-0.3,13,4
1,0.3,1,49.99,152,0,-152,0,17,2
1,0,0,69.91,558,110,221,54.3,15,2
0,4.3,6.7,61.67,411,40,-39,-7.4,17,5
0,0.3,7,58.86,656,73,-207,-26.3,15,2
0,0.7,3.6,59.25,670,2,66,-3,13,5
0,0,0,55.89,332,15,32,-5.9,17,5
0,0,0,33.99,147,0,-61,-1,15,2
0,0,0,16.45,29,0,14,-1.3,17,3
0,0,0,50.61,644,0,-74,0.9,13,4
0,0,0,32.9,614,57,-210,-22.9,15,2
0,6.3,53,159.28,2308,142,-124,-48.3,11,2
0,0,10,59.24,538,30,154,26.8,17,3
0,0,0,36.84,444,6,82,-2.6,13,4
0,0,0,65.43,235,50,-55,-9.2,13,2
0,1.7,63,188.58,2238,229,-812,-76.6,15,2
1,0,0,34.01,130,0,-20,-0.8,15,2
1,2.3,10.6,66.09,306,0,194,12.6,11,3
1,2.7,8.7,190.65,900,428,-187,-72.3,11,4
0,0,0.7,29.99,35,0,9,0,15,4
1,0,8.3,87.48,1324,42,-410,-2.4,11,4
0,0,1.7,50.44,150,0,-13,-0.4,11,2
1,0,9,75.65,862,37,-350,-6.1,11,3
0,0,7.7,131.58,770,263,51,14.9,11,2
0,0,8.6,30.52,221,0,-125,0.5,11,2
1,0,1.3,51.23,280,0,127,-0.7,15,3
1,2,12.7,56.39,756,0,-67,-0.2,13,1
0,5,11,76.69,445,0,-292,-31.7,13,4
0,0,13,66.8,768,24,-63,2.2,13,2
0,0,2.3,49.99,181,0,191,0,15,2
0,0,14.4,91.22,667,81,-69,-12.7,15,2
1,0,0.7,56.11,69,16,-69,-43.1,13,2
0,0,0.3,8.09,32,0,-12,5.2,15,2
1,0.3,2.4,31.88,298,4,45,0.6,13,5
0,0,0,34.99,0,0,0,0,13,2
1,4,4.3,52.99,507,0,-154,0,15,5
1,1.7,15.3,62.83,545,59,-91,-12.2,17,2
0,2.3,11.3,79.93,842,0,711,2,13,2
1,0,11,18.81,201,0,-9,16.3,13,1
0,1.7,15.3,77.09,1180,0,-400,1.9,15,5
0,0.3,16.3,55.24,1067,18,-220,-5.2,17,6
0,0,9.4,47.13,390,42,54,-14.7,15,2
1,0,3.3,29.99,81,0,125,0,15,3
1,1,17.6,39.06,786,9,204,-4.1,11,2
1,0.3,4.6,48.55,498,44,-206,-25.6,11,2
0,8.7,10.3,119.74,847,0,-781,-47.5,11,5
0,0.3,4.7,55.47,236,0,56,-1.2,13,2
0,2.3,7.7,90.5,568,123,386,74.8,13,5
0,6.3,6.7,120.84,1841,67,-305,-22.1,13,4
1,0,11.3,56.8,538,73,244,50.5,11,2
1,0,6.4,33.49,122,0,-122,-3.5,13,2
0,10.3,126.3,67.25,1215,64,126,36.5,11,4
0,0.3,16,90.16,735,196,-88,-24.9,11,4
1,0,1,10,129,0,2,0,13,2
0,0,4,35.24,276,0,-96,-0.2,13,4
0,0.7,8.4,107.24,789,168,-78,-15.2,11,1
1,0,24,13.6,727,12,-284,-3.6,15,3
0,0,4.6,41.62,383,33,-62,-11.3,13,2
0,0,2,30.45,78,0,-26,-0.2,17,3
0,0,8,40.48,184,18,-44,-6,17,2
0,2.3,26.6,64.95,860,24,215,9.3,11,4
1,0,6,33.25,222,0,-26,0,13,7
0,0,2.6,34.11,176,32,-1,-4.1,17,3
0,5.7,15,92.81,640,87,-516,-36.6,17,4
0,1.7,30.6,61.88,515,0,-20,7.9,13,5
0,2,0,15.44,19,13,58,35.1,11,7
1,4.7,4.3,53.94,458,0,8,-0.7,11,4
0,0,4,91.27,562,133,-164,-40.3,11,2
0,4.3,4.7,98.14,379,38,-288,-22.4,15,4
1,1.7,20.6,125.87,825,181,498,104.5,13,7
0,0,8,38.39,535,9,258,10.2,13,2
1,5.3,10,55.38,157,0,-157,0.9,15,7
0,0,4.7,60.73,241,0,302,0.2,13,2
0,4,24,98.84,1276,174,-525,-59.9,11,3
0,0.7,4,48.81,785,0,-44,1.2,11,2
1,3.7,6.3,31.72,268,0,-34,1.2,13,2
0,0,0.6,30.5,46,0,-10,0.5,17,3
0,0,2,17.02,426,22,-243,-7,11,3
0,2,3,29.02,223,0,11,-0.5,13,2
0,5,22.4,58.6,889,43,-160,-13.7,11,3
1,0,9.7,56.49,288,0,-288,0,17,2
0,0,6.3,50.56,479,38,361,42.7,17,5
0,0,18.3,79.91,888,87,-341,-25.7,13,3
0,7.7,43,98.44,1109,74,-86,-33.6,15,7
0,0,0.7,30.24,43,0,51,0.7,13,2
1,3,8,43.35,765,36,-15,12.9,11,3
1,13.7,23.4,88.69,1694,26,-258,-4.5,11,6
0,15.7,5.6,37.64,848,1,-470,-0.3,17,2
0,0,0.7,33.41,72,0,56,-0.2,13,5
0,0,9.7,36.42,474,88,184,16.8,13,4
0,2,2.3,54.05,274,30,-30,-19.8,13,5
0,1.3,11,42.4,432,0,-98,-4.4,17,4
0,17.7,20.7,84.57,1542,30,85,-9.6,17,5
0,1.3,16,88.38,484,194,-56,-78.9,13,2
1,1.3,70.7,89.84,775,134,82,-54.9,11,3
0,0.3,0,4.91,12,0,-12,-4.9,15,3
0,2.3,6,37.23,392,49,-350,-37.2,15,3
0,0,11.3,51.09,490,0,72,1,15,5
0,0.7,3.3,52.22,136,0,69,7.5,13,5
0,3.3,13,104.52,1182,178,1054,-11.7,15,2
0,8,5.3,34.53,381,12,-30,-4.5,15,1
0,0.3,4,41.49,331,36,94,14.5,17,2
1,0.3,7.4,70.2,402,32,-134,-10.2,11,2
1,0.3,16,60.58,287,0,36,0.8,15,2
0,0,5.3,44.34,627,74,-22,-29.1,17,2
0,2.7,31.7,127.89,768,188,-338,-78.5,11,5
0,2,6,45.24,190,40,-66,-10.2,15,7
1,0,2.6,50.97,372,1,-168,-1,17,7
0,0,11.7,59.3,493,60,84,-23.3,15,7
0,3,11.7,74.52,944,74,-309,-16.4,11,5
0,0,4,39.14,168,0,29,1.1,13,3
0,1.7,11.7,29.02,596,22,-408,1,13,5
0,0,3,23.49,14,0,8,-0.2,15,2
0,0,11,71.72,386,92,-118,-29.1,11,2
0,0,11.4,132.06,1205,234,214,44.2,11,3
1,0,4.6,77.47,568,57,40,-14.4,15,3
1,0,20,63.13,447,18,-256,-5.5,11,2
0,4,2.3,90.09,524,25,326,-20,11,4
0,0,5,28.18,236,0,-34,-0.2,13,1
0,1.7,0.7,32.25,156,0,19,-1.3,11,2
1,1.7,4,78.93,272,40,56,-16.2,11,2
0,0,21,39.51,358,8,-131,-3.7,15,3
1,0,2.7,20.98,480,22,182,8.8,15,2
1,3.7,7,52.42,482,0,-142,1.5,11,7
1,4.3,19.3,54.99,1486,2,-260,-1,15,7
1,0,6.6,48.75,280,21,-249,-8.8,15,2
1,0,2.4,27.95,253,38,-125,-8.3,15,2
0,8.7,38.6,254.5,2027,549,200,38.7,15,7
1,0,0,30.15,38,0,-32,-0.2,13,2
0,3,31.6,58.61,765,36,-38,-15.4,15,4
1,11.7,3.3,300.36,1481,768,-1087,-268,13,5
0,0.3,8,33.93,361,0,-86,-3.9,17,7
0,0.3,7,19.1,124,22,-120,-9.1,11,3
0,0,2.7,49.99,138,0,5,0,13,7
0,56.3,57.4,131.81,1818,188,1358,101.4,15,5
0,0,12.3,52.75,118,0,-58,-60.5,15,5
0,0.7,18.6,38.99,437,0,-263,0,17,5
1,0,1.3,59.99,105,0,-64,0,15,1
0,1.3,4,37.09,181,0,30,-1.6,15,5
0,0,53.3,80.94,535,111,-21,13,11,7
0,0,6.3,40.12,362,8,52,-3.1,11,5
1,0,10.7,32.78,76,0,-19,-2.6,11,2
0,8,10.7,33,414,32,-387,-40.9,13,2
0,0,6,118.91,524,226,-22,-23,11,1
1,3,20,64.02,1417,4,-386,-14,15,6
1,0,2,34.78,87,4,-69,-4.8,15,4
0,0,4.6,37.33,424,73,-132,-18.9,11,2
0,0.7,11.7,60.28,262,31,-56,-8.3,17,2
0,2.7,12,52.95,1232,0,602,-10,11,6
1,0,4,82.88,390,148,-210,-52.5,11,2
1,4.3,35,122.11,1438,249,-120,-64.7,13,7
0,0,1.3,12.56,146,9,-38,-2.6,13,3
1,7,10.6,43.79,572,14,-178,-5.8,17,4
1,0,8.4,50.44,325,0,-48,-0.4,11,5
0,0.7,22.3,68.33,1136,14,-140,-13.9,13,7
1,0.7,3.7,61.6,445,0,-20,7.1,11,2
0,3.3,17.3,65.36,1149,69,449,44.6,10,2
1,3.7,17,125.11,2030,138,1245,42.6,16,3
0,0.3,2.7,54.15,258,0,72,-0.9,13,5
0,0,12,85.53,551,0,-47,-0.2,11,2
0,0,4.3,29.26,147,0,-43,-0.8,11,2
0,0,1,19.99,6,0,-4,0,17,5
1,0,10.4,31,240,0,-49,-1,11,2
0,0,2,60.53,133,0,-32,-0.5,11,6
1,0,0,14.99,0,0,0,-15,17,3
1,0,3,39.38,396,3,-38,-1.1,13,1
0,0.7,8,88.92,1460,7,448,-3.9,15,2
0,0,13,93.61,530,169,66,14.5,13,4
1,0.3,9,107.86,360,0,-60,-46.2,11,2
0,7,5.7,30,355,0,-8,0,17,2
0,5.3,15.6,128.9,1606,125,-344,-38.1,17,5
0,0,4,44.02,784,16,456,15.9,17,2
0,0.3,1,50.28,126,0,49,-0.3,13,1
1,13.3,9.3,127.94,1579,112,-1386,-49.7,13,5
0,0,69,153.25,1098,40,-305,-3.9,11,2
1,4.3,31.7,114.9,1143,214,343,9,15,3
0,0,0,21.57,310,38,-41,-9.5,11,2
1,0,56.3,165.92,1412,242,295,37.7,11,2
0,4.7,0,33.24,26,0,-24,0,17,5
0,1,6,49.99,259,0,72,0,15,1
1,3.3,8,47.01,718,14,-652,-29,11,2
0,6.3,42.7,220.28,2636,480,30,35.5,15,5
1,0.7,21.7,169.32,2219,263,420,96.7,11,2
0,0,7.7,37.05,342,7,-59,-6.8,11,7
0,0,2,50.19,22,0,-8,-0.2,13,2
0,0.7,8.3,38.05,196,0,32,-1.1,11,4
0,0.7,31.7,55.84,449,61,-233,-22.1,11,2
0,3.7,20.7,46.51,766,67,-766,-46.5,11,5
1,0.7,2.3,37.31,228,0,-8,-4,15,2
0,0.3,8,46.05,682,2,-2,15.9,13,7
0,0,0,45.23,205,0,42,-0.2,13,1
0,0,2.7,28.58,134,0,-82,-0.1,17,1
0,2.3,47.7,340.22,2958,720,-1160,-59,17,3
1,0,2.4,47.53,274,44,78,8,11,3
0,3.7,17,158,1206,172,292,26.6,13,3
0,0,8.7,35.66,578,102,-96,-24.3,15,2
1,0,7.7,38.98,345,13,-127,-8,11,2
0,0,0,5,0,0,0,0,13,5
1,0,13,41.46,305,32,-95,-11.5,11,2
0,0,1.3,28.6,97,19,-19,7.6,17,2
0,2.3,9.6,33.89,175,0,116,1.1,13,2
0,0,1,30.25,138,0,8,-0.2,17,3
1,2,24.4,100.13,1664,6,354,2.8,13,5
0,0.3,13.3,78.41,660,0,-169,-3.4,11,5
0,2,2.4,67.19,960,14,-75,-6.2,17,5
1,2.3,9.3,29.78,712,77,-18,-16.3,15,2
0,2,33.7,75.24,833,0,-441,-0.2,17,5
0,1,38.4,77,658,0,587,0,11,3
0,0,1.3,31.24,83,0,-51,-0.2,17,2
1,0,7.7,213.02,1332,149,432,170.6,11,2
1,0.3,0.7,42.96,78,24,-78,-9.7,13,2
0,10.3,17,55.1,606,37,-165,-18.1,11,4
0,0,0.7,35.59,424,1,150,-0.6,17,3
1,0,0.3,23.48,14,0,38,-9,11,2
1,4.7,21.3,53.72,694,0,157,-1.5,17,4
0,1,3.4,44.99,131,20,-80,1.2,15,2
0,0,9.7,10.25,180,0,27,0.7,15,2
0,0.7,46.7,71.73,786,84,-85,-29.8,13,2
1,0,1.3,55.45,218,0,-7,-1.5,13,2
0,0,18,106.68,844,175,436,46.1,13,2
1,1.7,5,63.39,464,0,-56,1.8,11,7
0,0.3,5,67.18,386,48,-8,0.7,11,2
0,0,7.4,69.87,542,77,206,-13.9,17,2
0,4,5.7,37.49,1473,30,46,-37.5,17,6
1,0,11.6,51.1,441,9,-92,-3.1,15,2
1,0,9.6,60.78,209,0,-31,0.2,11,2
0,1,30,140.29,1262,331,-332,-143.7,11,5
1,0,0,25.88,342,64,-136,-15.9,13,2
1,0,1,53.86,36,0,-9,-0.6,11,3
1,0,7.6,20.1,106,33,-80,-10.1,11,1
0,2,26.4,64.82,1110,90,-837,-66.4,13,2
1,0.3,0,27.3,35,0,37,7.1,11,5
0,1.7,19.6,127.94,901,185,-166,-22.4,15,5
1,0,2,49.99,192,0,-97,0,17,2
0,2.7,1.6,47.93,199,22,-13,-5.8,11,2
0,0.3,21.4,31.39,1380,22,440,14.7,15,4
1,7.3,1.3,30.87,143,2,-66,-0.9,11,2
0,0,1,31.17,185,11,48,-4.2,11,3
1,4,19.3,76.01,1324,99,-239,-64.3,11,2
1,0,2.4,69.7,340,8,50,0.5,11,3
1,0,0,22.32,17,6,33,6.3,11,2
1,0,9.6,30.26,175,0,-89,-0.3,11,5
0,0,3.7,36.42,206,4,-206,-23.2,13,2
0,3,2.3,75.91,114,0,-58,-0.9,11,3
0,35.3,119,318.99,6115,849,940,39.1,13,5
0,0,0.7,20.38,8,0,0,0.4,17,2
0,1,6,51.41,509,2,89,-0.4,17,3
0,4,3,68.89,1275,95,-275,42.8,11,2
1,0.3,15.3,241.14,1360,575,-134,-12.4,13,2
0,3,8,92.28,1049,134,248,-19.1,13,7
0,0.7,15,161.03,952,420,-952,-210,17,5
1,0,2.3,30.27,232,0,34,-0.3,11,1
0,1,7,80.72,1123,32,-63,0.5,13,5
0,2,15,67.84,1341,0,39,-2.6,11,5
0,3.3,12,43.42,420,7,-245,-3.4,13,5
0,2,19.3,47.01,133,0,-133,-47,13,5
0,0,1.3,50.47,491,0,436,-0.5,15,3
1,0,8.7,68.06,696,25,-680,-8.1,11,2
0,0.3,11,30.86,820,11,-192,-0.9,11,3
0,2,5,58.96,551,0,-68,-9,17,5
0,1,17,87.69,1089,0,-443,-36.7,13,3
0,4,15.3,27.04,299,0,132,-27,15,5
1,0,18,96.07,1185,59,108,8.4,17,2
0,11.7,22.7,194.4,1707,303,-1707,-195.8,11,5
0,0,6.6,73.78,580,102,300,66.4,15,4
0,0.7,5,35.73,157,0,-9,-0.7,17,2
0,1,1,56.24,347,0,80,0,17,3
0,0,3.7,13.51,305,9,190,10.5,15,1
1,0,0.7,59.99,90,0,-48,0,15,2
0,0.3,8,53.24,215,0,15,0,15,3
1,0,1.3,59.99,129,0,-79,0,17,2
0,0,3.3,46.28,225,32,162,33.9,17,2
1,12.3,12.7,24.68,506,16,-506,-19.7,17,3
1,0.3,36.3,139.78,1581,116,761,83.6,13,2
0,3,14.3,63.35,741,43,188,29.5,11,5
0,0,3,13.22,167,0,-96,-1.7,11,2
1,3.3,15.3,58.4,845,18,62,24.2,13,3
1,9,2,68.2,560,23,-192,-15,13,2
0,0.7,17.7,46.11,1096,0,74,-6.1,13,4
0,4.3,29.7,85.41,642,134,129,22.8,13,2
0,0,7.6,33.59,210,0,114,1.6,11,3
0,1.7,11.4,53.99,416,8,354,-4,13,4
1,1,24,203.61,1574,455,226,96.2,15,2
0,0,1.3,37.73,154,0,-40,21.6,17,3
1,1,5,67.75,359,0,-128,-18,13,6
0,7,60,217.69,2310,312,50,-7.5,17,3
0,1.3,5,87.29,478,126,-122,-54.3,11,3
1,0,6.7,46.1,211,37,65,20.7,15,2
1,0,0.3,17.69,232,7,-232,-46.7,17,3
1,0,4.6,86.99,268,0,-268,-2,11,2
0,0,9,141.54,731,292,-399,-105.6,13,3
0,1.3,48.7,61.86,1206,29,-254,-1.9,13,3
1,0,3.7,49.88,253,0,-83,14.5,17,3
0,3,21.7,65.44,732,44,-34,-15.3,17,5
1,1,6.3,74.8,454,120,158,33.7,13,4
0,15.7,21.3,107.25,721,175,210,-48.1,11,7
0,0,0,32.58,60,0,66,4,17,2
1,0,2,29.99,230,0,42,0,13,3
0,0,17,51.53,720,4,194,2.7,15,5
0,0,1.7,52.22,116,0,-15,6.3,17,2
0,5,14,124.94,693,164,-320,-49.6,13,2
0,0,4.3,33.98,134,0,8,-0.7,15,3
1,2.7,6,42.58,109,0,-81,-12.6,17,2
0,0,2,10.34,39,0,-10,0.7,11,2
0,0,8.3,33.74,224,0,12,0.2,11,7
0,0,2.3,7.12,229,0,-80,-7.1,17,2
1,0,3,10.49,174,0,22,0.5,11,3
0,1,7.6,54.35,1034,0,-190,-0.7,13,2
1,3.3,10.3,81.56,310,0,305,-2.6,11,3
0,0.7,5.4,10.4,344,2,-98,-0.9,17,2
1,4.3,3.7,37.94,336,0,-336,-75.9,11,7
0,1.7,4.7,34.31,144,4,-144,-74.8,11,5
0,0,0.6,36.61,209,0,282,3.1,15,3
0,4.7,19.3,106.28,2014,169,18,7.3,11,3
1,0,16,76.97,647,82,-17,-12.1,11,2
0,0,1.4,19.04,258,0,-7,1.3,11,2
0,8,16.6,37.23,824,5,-259,-2.2,15,2
1,0,6.3,38.28,530,18,-136,-7,11,5
0,0,1.3,49.99,42,0,-8,0,15,3
1,0,0,22.12,24,5,0,-0.6,11,3
0,0,4.3,54.19,422,1,-66,-2.2,11,2
1,1.3,5,67.17,450,87,-5,1.6,11,2
0,0,0,63.5,50,0,-26,-0.3,17,2
1,0,8.6,56.57,702,79,319,42.1,11,2
1,11.7,16.3,34.74,292,24,-55,-32,15,4
0,0,2.3,50.48,246,0,-20,-0.5,15,2
0,0,4.7,31.99,106,0,-6,0,17,2
0,8.7,42.6,74.86,600,144,182,17.5,15,3
0,0.3,5.3,22.69,96,0,-72,-22.7,13,2
0,0.7,5.3,44.2,244,34,-30,-11,13,2
0,0,2.6,13.94,88,15,-19,-2.4,15,2
0,0,1.6,31.85,46,0,6,0.6,13,2
1,0.7,6.4,43.88,324,38,31,3.3,15,2
1,0,1.6,36.28,186,0,178,0.7,17,2
0,0,1.7,40.74,92,0,-71,-1.7,13,3
0,0,0,10,0,0,0,0,13,2
1,0,3,69.58,198,18,-68,-6.3,11,2
0,0.3,5.6,84.32,299,0,-172,-19.7,11,2
0,0,0.3,30.07,26,0,-13,0.2,17,2
0,22,47.3,87.68,1404,118,-899,-83.7,15,5
0,2.3,11,126.28,642,221,-126,-32.5,13,5
0,0,8,65.18,534,97,125,45.1,11,7
0,0,0.6,30,90,0,-18,0,13,2
1,0,0.7,19.99,8,0,-1,0,13,2
0,0,3,19.9,62,0,-13,-4.2,15,2
0,1.3,9.3,31.89,403,8,83,-2.6,13,3
0,0.3,11.6,55.15,540,0,-68,1.2,11,2
1,0,8.3,71.56,362,1,80,-7.5,13,3
0,4.7,14.6,16.43,402,7,-402,-16.4,17,5
0,0,3.7,31.15,458,3,-17,-1.1,15,1
1,0,0,10.09,0,0,0,-0.1,11,2
0,0,5.4,44.34,374,109,153,20.6,11,2
1,1.3,8.3,31.88,716,5,-6,-1.3,17,7
0,0,0.7,29.99,85,0,5,0,13,2
0,1.7,4,42.44,192,12,-74,-6.1,11,2
0,0,0.3,29.99,58,0,19,0,15,4
1,0.3,13,127.7,592,190,202,67.9,11,2
0,0,8,49.99,307,0,-100,0,15,1
0,0,5,41.17,303,21,58,5.5,15,4
0,1.3,11,23.44,295,4,-32,6.5,17,2
0,1.3,24.7,80.12,1243,82,379,45,13,2
1,1.7,8.4,58.15,558,160,-63,-19.6,15,2
0,0.7,17,36.05,586,4,-142,-2.4,11,5
0,0.7,10.6,39.25,438,0,29,-0.3,15,2
0,0,12.3,55.88,640,59,-432,-19.5,17,4
0,0.7,8.3,29.32,187,0,-83,1.3,11,4
0,1,10.6,56.45,632,23,-420,-52.5,13,4
1,0,7.3,100.54,378,0,-75,-22.3,11,3
0,1.3,19.3,64.08,283,11,-174,-4.1,11,4
0,5.3,2.7,58.37,266,6,-156,-1.9,17,3
1,2,37.3,81.99,911,146,-317,-52,17,2
0,0,12.7,33.53,221,1,-46,0.1,13,7
0,0,0.7,38.24,564,0,-199,0,17,3
1,12,35.4,74.5,426,136,-362,-73.5,11,2
0,0,0,18.39,0,0,0,-34.8,17,2
0,0,13.7,139.47,925,262,119,16.3,13,3
1,0,5.6,50.46,94,0,-94,-10.5,17,2
0,0,7.3,30.47,166,0,-42,-0.5,15,3
1,4,1.7,72.89,419,114,454,120.3,17,2
0,0.3,10.3,75.24,762,0,-49,-0.2,13,2
0,11.3,55.7,116.11,1636,102,281,-38.8,11,5
0,0.7,7.6,50.69,558,0,-86,-0.7,11,2
1,2.7,0,39.44,343,10,-36,12.4,13,2
0,1.3,7.6,70.52,648,40,124,42.7,11,4
1,6.3,7.6,7.17,112,0,-61,-8.8,11,2
0,1.3,2.7,33.4,282,9,108,-20.2,15,2
0,0,4.7,80.19,399,198,259,109.7,13,3
1,1,8.7,38.79,320,14,-288,-18.8,15,3
1,4,2.3,51.9,220,0,-16,1.3,11,7
1,0,3.6,50.62,237,54,-171,-20.6,13,1
0,4,12,26.69,1082,0,218,8.9,15,2
0,0,5,29.99,220,0,147,0,17,2
1,0,1.7,31.45,56,0,-21,0.5,17,2
0,11.7,7.3,40.01,1225,13,-77,-5,11,2
0,0,2.3,59.99,55,0,17,0,13,2
1,0,2.7,29.99,70,0,-3,0,13,2
0,1.3,16.4,41.28,813,0,-60,-5.3,13,2
0,0.7,5,30.68,273,0,14,-0.7,11,2
0,0.3,8.4,62.71,382,0,-62,-2.7,17,2
0,0.7,6.4,37.42,312,13,104,14.4,15,6
1,0,0,10,0,0,0,0,15,2
0,0,8,68.49,394,12,772,10.5,13,2
1,0,6.7,48.8,490,164,93,13.9,15,6
1,0,8.4,34.63,290,21,-58,-4.6,15,2
0,5.3,6.4,68.25,279,62,285,-15.4,13,4
0,0.3,16.7,137.09,1248,44,629,-36.9,13,2
1,0,7,26.75,202,47,263,45.6,11,2
0,1.3,5.3,44.94,325,29,66,-11.7,15,2
0,0,0.3,30,67,0,3,0,17,2
0,0,20.4,85.1,980,65,280,49.1,11,4
1,0,1.7,31.8,73,0,73,1.2,15,3
0,0,0.3,30.26,19,0,-14,-0.3,11,2
1,0,0,3.75,0,0,0,-3.8,13,5
1,2,2.7,76.53,501,79,-123,-21.8,11,2
0,0,0,21.36,32,2,-12,-1.4,17,2
0,0,1.3,34.17,137,0,25,0.8,11,2
0,0,27,108.15,785,186,-99,-16.5,13,5
0,2,24.3,106.19,1192,0,-504,-16.3,13,5
0,3.7,9.7,59.37,1009,24,-347,-9.4,17,2
0,11.3,24.3,52.45,1323,37,-162,-12.5,13,2
1,0,3.3,43.67,719,28,-93,-11.5,15,1
1,0,5.6,49.99,268,0,-64,0,13,7
0,1.7,4.3,47.18,572,28,34,-11.2,15,2
0,17.7,3,36.43,971,3,174,-0.8,11,3
0,2.3,2,49.99,584,0,-249,0,17,2
0,0,14,54.62,408,68,-142,-24.6,13,2
1,1,18,139.38,1180,183,-45,-49.5,13,2
0,1.3,5.4,10.83,491,0,-21,1.1,11,2
0,0.3,31,64.48,580,0,12,3.5,15,2
0,2.7,62,58.74,1659,0,-151,-58.7,15,4
0,0,6.7,31.32,219,0,-103,-1.3,15,7
0,0,10.3,55.72,316,0,70,-0.5,17,3
0,0,4.6,54.28,342,5,176,-1,11,3
1,0,21.3,106.32,896,0,-320,-21.6,11,2
0,0,26.7,61.49,774,0,-194,-2.2,11,2
1,1.3,4,22.89,174,0,-1,44.3,17,3
0,0,11.7,46.12,144,38,-101,-13.1,15,7
0,0.3,7,67.32,639,3,-42,-0.8,13,1
1,0,20.3,139.6,1142,237,-44,-61.3,13,2
0,0,3.3,31.97,232,0,-63,0,15,2
1,0,0,53.94,284,0,-50,-0.7,11,3
1,8.7,22.6,75.38,757,100,717,99.1,13,5
1,0.3,0.6,34.25,130,0,49,-1,11,3
1,0,0,30,0,0,0,0,17,5
1,12.3,16,57.29,1120,0,-412,-1.2,11,2
1,0,14,54.3,432,66,-74,-11,17,4
1,1.7,3,30.26,168,0,100,-0.3,11,3
0,0,21,45.08,441,0,-108,-15.7,17,2
0,0,1,33.64,35,1,8,-0.4,13,5
0,1.3,47.4,208.42,2999,498,-1284,-75.2,17,2
0,10,35.3,102.36,1681,0,136,-2.4,15,3
0,0,9.7,73.27,616,56,141,32.9,13,4
0,0,0.7,12.21,28,2,-3,-1.2,17,2
0,0.3,2.3,32.73,247,0,9,-2.7,13,1
0,12,71.7,251.3,3088,538,-505,91.6,15,5
0,2.3,27,51.96,720,0,-2,1.3,11,4
1,0,9.3,49.99,110,0,-110,0,13,2
0,0,3.7,30.26,256,1,-20,0.8,17,3
0,0,13.3,84.34,876,0,-147,7.4,13,7
0,0,3,10,97,0,-8,0,13,2
0,1.3,3,46.15,282,0,68,0.8,11,5
1,0,0.7,12.5,8,8,-8,-7.5,13,3
