"DroppedBlockedCalls","CustomerCareCalls","OverageMinutes","MonthlyRevenue","MonthlyMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num","Churn_flag"
0.3,0,18,15.55,281,-26,-5.5,17,2,1
5.7,1,2,35.97,142,-48,-38.5,17,4,0
2,1.7,0,50.24,842,275,0.7,13,6,0
8.3,0,9,69.81,756,129,16.8,17,3,1
70,0.7,28,45.09,1396,-190,-10.1,13,7,1
6,0,23,56.57,128,-50,-26.6,11,2,0
12.3,0,3,31.61,241,-25,-1.2,15,7,0
4,0.3,46,65.28,392,-182,-17.8,11,4,1
1.3,0,0,30.26,236,116,-0.3,11,2,0
30,8.3,241,129.3,1640,18,129.9,13,2,0
19.7,0,68,71.95,989,200,29.7,17,3,0
3.3,0,63,52.04,306,46,-13.3,15,2,0
50,14.7,46,71.94,1187,57,1.3,11,4,1
0.3,0,0,36.51,95,53,-0.3,11,7,0
3,3,13,35.19,261,49,10,15,2,1
0,0,0,103.22,1097,-241,-0.2,13,2,1
14.7,3.7,88,84.2,706,-214,-34.6,15,5,0
2.3,4.3,42,57.95,429,-48,-5,13,5,1
11,0,104,79.39,643,94,34.4,11,2,0
5.7,0,20,38.85,184,60,16.7,11,3,1
33,0,381,177.25,1247,512,95.9,11,2,1
3.3,3.3,0,69.85,160,1,-36.3,15,2,0
1.7,1.7,0,34.99,304,-50,0,15,2,1
6.7,5,4,53.25,476,79,0.2,17,4,1
0.3,0,0,30.27,23,-23,-0.3,11,3,1
15,0,0,49.99,168,-20,0,15,2,0
5,5,0,50.85,485,68,-8.2,11,7,1
3.3,0,0,30,230,-55,0,13,2,0
11.3,0,129,75.5,514,96,18.9,13,2,0
7.7,0,81,89.16,705,-163,-32.2,17,2,0
12,5.3,30,62.73,620,-135,-15,11,5,0
3.7,0,37,66.64,520,32,-16.7,13,3,0
9,0,0,14.38,282,-63,-3.3,13,2,0
5,1.3,0,42.34,556,58,-0.2,15,2,0
33.7,0,62,92.12,947,558,45.7,11,2,1
25,2,16,55.73,746,316,13.1,17,5,0
1,5,27,48.28,576,-7,-7.9,17,3,0
0.3,0,0,13.25,7,6,0,13,1,1
21.7,0,0,34.8,182,-4,0.8,11,2,1
3.3,0,54,54.31,357,632,63.3,17,2,1
14,3.3,126,115.78,1630,115,-19.6,17,2,1
4,13.7,18,42.83,250,232,15.9,13,4,0
27,2.7,14,35.62,634,174,-5.5,11,4,1
8.3,0,385,179.06,951,200,33.7,15,2,1
8.3,2.3,17,72.9,1191,182,-12.9,11,4,0
8.7,2.7,3,33.76,310,55,0.4,15,2,0
15.7,0,12,55.36,440,6,1.3,13,2,0
2.3,0,0,44.67,38,-38,-34.7,13,4,1
14.7,3.7,213,173.53,1690,21,-51.6,11,5,0
55.7,4.7,162,241.37,2181,-103,-145.3,11,5,0
3.3,0,0,30.43,84,49,0.8,17,2,0
0.3,0,20,16.09,138,-37,-5.8,11,6,0
4.3,2,0,53.24,703,-37,0,17,2,0
26.3,0.3,236,109.52,673,-673,-86.3,11,2,1
3.3,0,9,25.11,196,24,-2.1,11,1,0
17,0.3,37,83.77,1013,-943,-77.9,17,5,0
5,0.7,0,50.24,236,-184,-0.2,17,5,1
3.7,0,0,34.99,233,1,0,13,2,0
18,3,0,85.92,683,-200,28.6,17,4,0
5.7,2.7,9,70.97,568,346,15.5,13,7,0
4.3,0,16,57.2,413,-275,-5.2,11,3,1
3.7,0,16,36.09,339,141,12.1,15,2,0
1.7,0,40,44.08,206,22,2.7,15,2,0
4,0,0,50.09,284,19,0.3,13,2,0
27.7,0,26,44.19,543,88,19.1,11,2,0
6.3,0,6,37.72,251,7,-3.1,11,5,0
10.3,7.3,20,43.78,1051,-168,0.6,11,4,0
2,0,7,15.15,169,63,-1.2,11,2,1
0.3,0,0,30,8,4,0,15,2,0
10.3,1.3,25,57.81,769,72,-7.4,17,5,0
5,12.7,38,58,1225,34,0.6,11,4,1
33.7,2.7,250,180.68,1854,917,209,15,7,0
8.7,0,0,77.96,763,104,3,17,6,0
8,3.7,74,100.18,731,-41,-24.4,13,4,0
4,0,0,12.82,235,-106,-3.3,11,2,0
8.3,2.3,34,50.46,241,-1,18,15,4,0
10,5.7,94,79.5,916,123,-18,13,5,1
17.7,5.7,202,115.08,1162,230,53.2,17,4,0
0,0,49,69.95,410,406,50.3,11,1,0
7,0,0,54.95,339,98,4.1,13,6,0
18,0.3,2,47.13,192,-109,-15.1,11,3,1
8.7,3.7,0,65.29,632,-44,-0.1,13,2,0
1,0.3,0,50.44,405,18,-0.4,11,2,0
5.3,0,11,53.29,236,192,9.9,17,2,0
1.3,0,0,30.75,144,12,0.9,13,2,1
11.3,0,401,172.03,970,1347,318.9,13,5,1
18.7,0,40,47.9,466,230,23,13,2,1
8.3,0.7,26,55.46,451,262,23.4,15,2,0
7.3,2,55,78.74,335,-236,-26.8,17,3,0
0.3,0,0,13.6,6,-6,-18.3,11,5,0
4,0.3,29,46.99,440,6,19.4,13,2,1
0,0,0,46.13,64,-21,-7.8,11,2,1
2,3,22,49.5,386,59,-8.5,13,2,0
5,0.7,29,58.69,904,-28,-1.5,15,2,0
0.3,0,0,30.09,29,-1,0.3,13,2,1
12.3,0,241,87.55,1170,-312,-47.1,13,2,0
34,2.7,93,108.25,1088,206,40,11,1,1
3.3,0.7,11,34.39,698,-49,2.6,11,2,1
0,0,0,30,129,-40,0,15,2,0
3.3,0,0,30.26,62,-18,-0.3,11,2,1
9.7,0.7,36,43.71,430,-26,-4.1,13,3,0
0.3,0,0,47.91,114,-20,-0.4,11,2,0
5.7,9.7,20,40.98,1500,58,12.6,17,4,1
0.3,0,0,33.5,134,44,-0.2,17,5,0
37,0,68,65.81,690,132,50.3,13,2,0
4.7,6.3,156,139,816,-410,-75.7,11,7,0
0.7,0,0,20.17,15,-9,-0.2,11,2,1
11.7,0,58,57.35,355,61,20.6,13,2,0
1.7,0,1,73.05,25,16,-13.1,17,2,1
10.3,0.3,33,39.14,404,-2,-39.4,15,4,0
6,0.3,0,37.04,268,-131,-2,11,2,0
9.7,4.7,38,92.12,1638,28,4.2,17,3,0
11,4.7,0,61.35,418,368,81.2,17,2,1
2.3,0,0,34.35,209,-65,-4.1,17,5,0
5.7,0.7,0,30.53,163,77,0.2,11,2,0
1,0,0,31,121,-46,-1,13,2,1
1.7,0,21,10,210,-78,0,13,2,0
10,3.7,0,109.88,705,106,-9.6,11,4,0
10,3.7,20,67.87,600,70,-14,17,2,0
29,1,34,70.59,745,-447,-14.4,11,3,1
0.3,0.3,0,35.3,189,-9,-0.3,11,2,0
1.7,4.7,3,36.35,889,-512,-1.4,11,3,0
6.3,0,229,62.28,642,-380,-44.9,11,1,0
8.3,0,236,122.58,602,-243,-82.6,15,3,0
53.7,6,0,95.08,1245,-467,22.9,11,5,0
10.7,0,46,90.31,545,-545,-15.3,11,2,0
2,0,0,32.15,142,-50,-1.5,11,5,0
0.7,0,0,30.25,143,13,-0.2,15,2,0
12,0,1104,364.03,2370,152,42.7,11,1,0
1,2.3,0,34.53,82,-82,-1.3,11,5,0
8.3,0,28,41.09,302,189,33.3,13,1,0
5,0.7,0,76.23,165,-153,-6.2,11,2,1
0.7,0,0,44.28,460,-460,-44.3,11,6,0
2.3,0,2,35.17,176,10,-1.2,17,5,0
0.7,0,4,41.78,134,-100,-3.8,11,3,0
9,0.7,49,29.74,590,-217,-16.8,11,3,0
1.7,0,0,30.51,192,-2,-0.5,11,2,1
2.3,0.3,0,44.48,166,121,3.3,11,5,0
13.7,1,0,49.99,751,145,0,15,4,0
2,0,0,31.67,160,14,-0.3,11,2,0
72.3,20.3,99,108.97,1407,-282,-58.2,11,5,0
0,0,0,29.99,50,-32,0,17,2,0
4.3,1.3,23,39.58,388,-388,-9.6,17,2,1
5.7,0,0,10.88,177,72,-10.3,17,3,1
3.3,0,20,57.78,993,-123,-7.5,11,2,1
10.7,1.7,99,101.94,1833,-390,-20.9,11,4,0
15.7,0,12,39.29,378,60,11.2,15,3,0
11.7,1.7,31,45.53,368,-61,-9.6,11,3,1
12,1.7,0,42.46,457,18,-1.8,15,4,0
0.7,0,6,22.52,32,34,7.6,17,2,0
24.3,1,36,65.53,793,-56,-14.5,13,2,1
12,1,39,68.42,878,40,14.1,17,2,0
7.3,0.3,0,48.26,295,-159,-38,15,1,0
7,0,0,49.99,340,28,0,15,3,1
16.3,0,0,13.09,128,-4,-0.1,11,3,0
4.7,0,0,31.68,254,88,0.8,15,7,1
6.7,1,0,15.32,460,-46,-1.1,11,2,0
7,0,0,50.92,418,-9,-0.9,11,2,0
4,11,0,32.44,102,76,6.4,13,5,0
3.7,0,0,53.98,357,-155,-0.7,13,3,0
4.7,0,0,6.12,467,-143,3.9,17,2,0
0.7,0,0,10.96,36,-36,-1,15,2,0
6,2,124,75.23,517,-363,-39.8,13,3,1
4,0,7,52.47,142,-6,-2.5,11,2,0
30,0.3,157,97.89,938,-225,-18.3,15,4,1
7.7,0,12,55.64,506,92,-6.2,11,2,1
24.7,0.7,0,29.29,232,-43,0.7,11,4,1
0,0,0,49.36,0,0,-94.4,11,7,1
38.7,0.7,179,163.52,1416,-145,-38,15,3,0
0.7,0.7,0,32.73,266,26,3,15,2,0
8,0,8,86.1,632,-380,-5.1,15,2,0
14.7,0.3,176,92.88,914,-914,-39.6,13,2,0
8.7,13,680,314.08,1721,-1156,-277.6,17,7,0
26,15,42,94.5,1429,-1086,-19.5,13,3,1
31,0.3,75,56.39,450,-126,-11.2,15,2,1
1.7,0,0,10.25,62,-60,-0.2,13,3,0
0,0,0,23.49,216,20,-22.5,13,2,0
1.3,0,0,30.52,11,-3,0.5,11,2,0
2.3,0.3,18,45.13,218,-23,-15.1,11,3,0
4.3,0.7,0,30.5,600,-488,-61.5,15,2,1
0,0,0,28.75,11,-4,-0.3,11,3,0
0,0,378,147.74,794,-166,-55.6,11,3,0
0,0,0,34.99,332,31,0,13,4,0
0,0,108,106.55,1162,4,-17.1,11,2,1
0,0,1,60,317,-260,-9.6,11,2,1
0,0,0,59.44,592,-186,-9.4,11,2,0
9.3,1.7,166,92.08,832,486,62.9,15,3,0
0,0.3,0,33,11,4,0,15,2,0
0,0,0,29.99,25,-21,0,17,4,0
0,0,10,33.61,250,50,9.1,11,2,0
0,0,0,39.99,660,73,0,17,7,0
6.7,2,120,62.41,406,-406,-86.9,15,5,0
4.3,0.3,0,33.32,308,334,6,11,3,0
15.7,20.7,172,155.56,2055,-213,2.1,13,5,1
0,0,2,30.26,179,-58,-0.3,11,3,0
0,0,0,50.54,322,131,-0.5,11,2,0
6.7,1,0,60.92,947,7,6.9,17,4,0
1.7,0,10,40.99,287,70,4.9,13,7,0
0,0,68,90.71,982,-179,-29.3,11,2,1
0,0,9,39.07,733,-195,-3,13,2,0
7,1.3,241,150.86,1332,-353,90.9,11,4,1
0,0,7,32.45,1053,175,7.3,13,5,1
0,0,47,64.09,219,183,15.6,15,3,1
0,0,163,129.59,1490,1218,155.6,17,6,0
0,0,0,14.47,142,-53,4.5,15,2,0
4,0.7,2,58.22,305,133,-22.9,17,4,0
2.3,0,0,51.28,371,278,1.7,11,7,1
0,0,9,38.04,203,-39,-5.1,13,2,0
0,0,15,41.21,249,98,16,11,4,0
0,0,39,49.42,264,-138,-14.2,11,5,1
53.3,0,375,227.23,2456,1544,168.7,11,5,0
23,0,0,81.88,1648,-72,-1.7,11,5,1
0,0,7,40.8,545,-175,-4.8,11,2,0
0,0,0,34.99,136,-70,0,15,3,0
0,0,0,47.74,74,-25,-0.2,17,2,0
6.3,0,0,37.49,312,-147,-37.5,13,3,1
0,0,0,79.5,1244,68,0.5,15,1,0
0,0,2,36.02,842,-261,-1,13,2,0
0,0,0,80.73,514,36,0.5,13,5,0
10.3,3,24,88.54,1595,230,-3.3,17,2,0
4,0,0,39.82,180,-74,-9.8,17,3,0
0,2.3,0,30.43,63,-63,-0.4,13,7,0
0,0,0,28,119,29,-1,11,2,0
0,0,0,47.93,255,62,-7.9,15,5,0
11.3,3.3,61,21.83,676,-674,-11.8,17,1,1
72.7,4.3,0,81.83,1638,26,-0.9,11,6,0
0,0,30,24.04,188,-64,-4,11,2,0
10.3,2,0,48.22,31,-31,1.8,11,4,1
0,0,14,35.05,157,-11,-5.1,17,2,0
9.7,0.7,3,88.97,625,-246,-1,11,3,1
38.7,1,199,107.8,2027,-17,-4,15,2,0
9.7,14,196,148.63,1708,-600,-47.7,13,4,0
0,0,0,11.53,0,0,-11.5,15,4,0
15.7,1.3,252,192.43,908,222,-29.8,13,2,1
47,4.7,0,44.2,663,-274,-3.7,15,3,0
0,0,0,11.25,51,26,-1.2,13,2,0
0,0,0,10,0,0,0,17,2,1
4,0,0,51.31,414,50,-0.3,13,4,0
1,0.3,0,49.99,152,-152,0,17,2,1
0,0,110,69.91,558,221,54.3,15,2,1
6.7,4.3,40,61.67,411,-39,-7.4,17,5,0
7,0.3,73,58.86,656,-207,-26.3,15,2,0
3.7,0.7,2,59.25,670,66,-3,13,5,0
0,0,15,55.89,332,32,-5.9,17,5,0
0,0,0,33.99,147,-61,-1,15,2,0
0,0,0,16.45,29,14,-1.3,17,3,0
0,0,0,50.61,644,-74,0.9,13,4,0
0,0,57,32.9,614,-210,-22.9,15,2,0
53,6.3,142,159.28,2308,-124,-48.3,11,2,0
10,0,30,59.24,538,154,26.8,17,3,0
0,0,6,36.84,444,82,-2.6,13,4,0
0,0,50,65.43,235,-55,-9.2,13,2,0
63,1.7,229,188.58,2238,-812,-76.6,15,2,0
0,0,0,34.01,130,-20,-0.8,15,2,1
10.7,2.3,0,66.09,306,194,12.6,11,3,1
8.7,2.7,428,190.65,900,-187,-72.3,11,4,1
0.7,0,0,29.99,35,9,0,15,4,0
8.3,0,42,87.48,1324,-410,-2.4,11,4,1
1.7,0,0,50.44,150,-13,-0.4,11,2,0
9,0,37,75.65,862,-350,-6.1,11,3,1
7.7,0,263,131.58,770,51,14.9,11,2,0
8.7,0,0,30.52,221,-125,0.5,11,2,0
1.3,0,0,51.23,280,127,-0.7,15,3,1
12.7,2,0,56.39,756,-67,-0.2,13,1,1
11,5,0,76.69,445,-292,-31.7,13,4,0
13,0,24,66.8,768,-63,2.2,13,2,0
2.3,0,0,49.99,181,191,0,15,2,0
14.3,0,81,91.22,667,-69,-12.7,15,2,0
0.7,0,16,56.11,69,-69,-43.1,13,2,1
0.3,0,0,8.09,32,-12,5.2,15,2,0
2.3,0.3,4,31.88,298,45,0.6,13,5,1
0,0,0,34.99,0,0,0,13,2,0
4.3,4,0,52.99,507,-154,0,15,5,1
15.3,1.7,59,62.83,545,-91,-12.2,17,2,1
11.3,2.3,0,79.93,842,711,2,13,2,0
11,0,0,18.81,201,-9,16.3,13,1,1
15.3,1.7,0,77.09,1180,-400,1.9,15,5,0
16.3,0.3,18,55.24,1067,-220,-5.2,17,6,0
9.3,0,42,47.13,390,54,-14.7,15,2,0
3.3,0,0,29.99,81,125,0,15,3,1
17.7,1,9,39.06,786,204,-4.1,11,2,1
4.7,0.3,44,48.55,498,-206,-25.6,11,2,1
10.3,8.7,0,119.74,847,-781,-47.5,11,5,0
4.7,0.3,0,55.47,236,56,-1.2,13,2,0
7.7,2.3,123,90.5,568,386,74.8,13,5,0
6.7,6.3,67,120.84,1841,-305,-22.1,13,4,0
11.3,0,73,56.8,538,244,50.5,11,2,1
6.3,0,0,33.49,122,-122,-3.5,13,2,1
126.3,10.3,64,67.25,1215,126,36.5,11,4,0
16,0.3,196,90.16,735,-88,-24.9,11,4,0
1,0,0,10,129,2,0,13,2,1
4,0,0,35.24,276,-96,-0.2,13,4,0
8.3,0.7,168,107.24,789,-78,-15.2,11,1,0
24,0,12,13.6,727,-284,-3.6,15,3,1
4.7,0,33,41.62,383,-62,-11.3,13,2,0
2,0,0,30.45,78,-26,-0.2,17,3,0
12.3,0,18,40.48,184,-44,-6,17,2,0
26.7,2.3,24,64.95,860,215,9.3,11,4,0
6,0,0,33.25,222,-26,0,13,7,1
2.7,0,32,34.11,176,-1,-4.1,17,3,0
15,5.7,87,92.81,640,-516,-36.6,17,4,0
30.7,1.7,0,61.88,515,-20,7.9,13,5,0
0,2,13,15.44,19,58,35.1,11,7,0
4.3,4.7,0,53.94,458,8,-0.7,11,4,1
4,0,133,91.27,562,-164,-40.3,11,2,0
5,4.3,38,98.14,379,-288,-22.4,15,4,0
20.7,1.7,181,125.87,825,498,104.5,13,7,1
8,0,9,38.39,535,258,10.2,13,2,0
10,5.3,0,55.38,157,-157,0.9,15,7,1
4.7,0,0,60.73,241,302,0.2,13,2,0
24,4,174,98.84,1276,-525,-59.9,11,3,0
4,0.7,0,48.81,785,-44,1.2,11,2,0
6.3,3.7,0,31.72,268,-34,1.2,13,2,1
0.7,0,0,30.5,46,-10,0.5,17,3,0
2,0,22,17.02,426,-243,-7,11,3,0
3,2,0,29.02,223,11,-0.5,13,2,0
22.3,5,43,58.6,889,-160,-13.7,11,3,0
9.7,0,0,56.49,288,-288,0,17,2,1
6.3,0,38,50.56,479,361,42.7,17,5,0
18.3,0,87,79.91,888,-341,-25.7,13,3,0
43,7.7,74,98.44,1109,-86,-33.6,15,7,0
0.7,0,0,30.24,43,51,0.7,13,2,0
8,3,36,43.35,765,-15,12.9,11,3,1
23.3,13.7,26,88.69,1694,-258,-4.5,11,6,1
5.7,15.7,1,37.64,848,-470,-0.3,17,2,0
0.7,0,0,33.41,72,56,-0.2,13,5,0
10,0,88,36.42,474,184,16.8,13,4,0
2.3,2,30,54.05,274,-30,-19.8,13,5,0
11,1.3,0,42.4,432,-98,-4.4,17,4,0
20.7,17.7,30,84.57,1542,85,-9.6,17,5,0
16,1.3,194,88.38,484,-56,-78.9,13,2,0
70.7,1.3,134,89.84,775,82,-54.9,11,3,1
0,0.3,0,4.91,12,-12,-4.9,15,3,0
6,2.3,49,37.23,392,-350,-37.2,15,3,0
11.3,0,0,51.09,490,72,1,15,5,0
3.3,0.7,0,52.22,136,69,7.5,13,5,0
13,3.3,178,104.52,1182,1054,-11.7,15,2,0
5.3,8,12,34.53,381,-30,-4.5,15,1,0
4,0.3,36,41.49,331,94,14.5,17,2,0
7.3,0.3,32,70.2,402,-134,-10.2,11,2,1
16,0.3,0,60.58,287,36,0.8,15,2,1
5.3,0,74,44.34,627,-22,-29.1,17,2,0
31.7,2.7,188,127.89,768,-338,-78.5,11,5,0
6,2,40,45.24,190,-66,-10.2,15,7,0
2.7,0,1,50.97,372,-168,-1,17,7,1
11.7,0,60,59.3,493,84,-23.3,15,7,0
11.7,3,74,74.52,944,-309,-16.4,11,5,0
4,0,0,39.14,168,29,1.1,13,3,0
11.7,1.7,22,29.02,596,-408,1,13,5,0
3,0,0,23.49,14,8,-0.2,15,2,0
11,0,92,71.72,386,-118,-29.1,11,2,0
11.3,0,234,132.06,1205,214,44.2,11,3,0
4.7,0,57,77.47,568,40,-14.4,15,3,1
20,0,18,63.13,447,-256,-5.5,11,2,1
2.3,4,25,90.09,524,326,-20,11,4,0
5,0,0,28.18,236,-34,-0.2,13,1,0
0.7,1.7,0,32.25,156,19,-1.3,11,2,0
4,1.7,40,78.93,272,56,-16.2,11,2,1
21,0,8,39.51,358,-131,-3.7,15,3,0
2.7,0,22,20.98,480,182,8.8,15,2,1
7,3.7,0,52.42,482,-142,1.5,11,7,1
19.3,4.3,2,54.99,1486,-260,-1,15,7,1
6.7,0,21,48.75,280,-249,-8.8,15,2,1
2.3,0,38,27.95,253,-125,-8.3,15,2,1
38.7,8.7,549,254.5,2027,200,38.7,15,7,0
0,0,0,30.15,38,-32,-0.2,13,2,1
31.7,3,36,58.61,765,-38,-15.4,15,4,0
3.3,11.7,768,300.36,1481,-1087,-268,13,5,1
8,0.3,0,33.93,361,-86,-3.9,17,7,0
7,0.3,22,19.1,124,-120,-9.1,11,3,0
2.7,0,0,49.99,138,5,0,13,7,0
57.3,56.3,188,131.81,1818,1358,101.4,15,5,0
12.3,0,0,52.75,118,-58,-60.5,15,5,0
18.7,0.7,0,38.99,437,-263,0,17,5,0
1.3,0,0,59.99,105,-64,0,15,1,1
4,1.3,0,37.09,181,30,-1.6,15,5,0
53.3,0,111,80.94,535,-21,13,11,7,0
6.7,0,8,40.12,362,52,-3.1,11,5,0
10.7,0,0,32.78,76,-19,-2.6,11,2,1
10.7,8,32,33,414,-387,-40.9,13,2,0
6,0,226,118.91,524,-22,-23,11,1,0
20,3,4,64.02,1417,-386,-14,15,6,1
2.7,0,4,34.78,87,-69,-4.8,15,4,1
4.7,0,73,37.33,424,-132,-18.9,11,2,0
11.7,0.7,31,60.28,262,-56,-8.3,17,2,0
12,2.7,0,52.95,1232,602,-10,11,6,0
4,0,148,82.88,390,-210,-52.5,11,2,1
35,4.3,249,122.11,1438,-120,-64.7,13,7,1
1.3,0,9,12.56,146,-38,-2.6,13,3,0
10.7,7,14,43.79,572,-178,-5.8,17,4,1
8.3,0,0,50.44,325,-48,-0.4,11,5,1
22.3,0.7,14,68.33,1136,-140,-13.9,13,7,0
3.7,0.7,0,61.6,445,-20,7.1,11,2,1
17.3,3.3,69,65.36,1149,449,44.6,10,2,0
17,3.7,138,125.11,2030,1245,42.6,16,3,1
2.7,0.3,0,54.15,258,72,-0.9,13,5,0
12,0,0,85.53,551,-47,-0.2,11,2,0
4.3,0,0,29.26,147,-43,-0.8,11,2,0
1,0,0,19.99,6,-4,0,17,5,0
10.3,0,0,31,240,-49,-1,11,2,1
2,0,0,60.53,133,-32,-0.5,11,6,0
0,0,0,14.99,0,0,-15,17,3,1
3,0,3,39.38,396,-38,-1.1,13,1,1
8,0.7,7,88.92,1460,448,-3.9,15,2,0
13,0,169,93.61,530,66,14.5,13,4,0
9,0.3,0,107.86,360,-60,-46.2,11,2,1
5.7,7,0,30,355,-8,0,17,2,0
15.7,5.3,125,128.9,1606,-344,-38.1,17,5,0
4,0,16,44.02,784,456,15.9,17,2,0
1,0.3,0,50.28,126,49,-0.3,13,1,0
9.3,13.3,112,127.94,1579,-1386,-49.7,13,5,1
72,0,40,153.25,1098,-305,-3.9,11,2,0
31.7,4.3,214,114.9,1143,343,9,15,3,1
0,0,38,21.57,310,-41,-9.5,11,2,0
56.3,0,242,165.92,1412,295,37.7,11,2,1
0,4.7,0,33.24,26,-24,0,17,5,0
6,1,0,49.99,259,72,0,15,1,0
8,3.3,14,47.01,718,-652,-29,11,2,1
42.7,6.3,480,220.28,2636,30,35.5,15,5,0
21.7,0.7,263,169.32,2219,420,96.7,11,2,1
7.7,0,7,37.05,342,-59,-6.8,11,7,0
2,0,0,50.19,22,-8,-0.2,13,2,0
8.3,0.7,0,38.05,196,32,-1.1,11,4,0
31.7,0.7,61,55.84,449,-233,-22.1,11,2,0
20.7,3.7,67,46.51,766,-766,-46.5,11,5,0
2.3,0.7,0,37.31,228,-8,-4,15,2,1
8,0.3,2,46.05,682,-2,15.9,13,7,0
0,0,0,45.23,205,42,-0.2,13,1,0
2.7,0,0,28.58,134,-82,-0.1,17,1,0
47.7,2.3,720,340.22,2958,-1160,-59,17,3,0
2.3,0,44,47.53,274,78,8,11,3,1
17,3.7,172,158,1206,292,26.6,13,3,0
8.7,0,102,35.66,578,-96,-24.3,15,2,0
7.7,0,13,38.98,345,-127,-8,11,2,1
0,0,0,5,0,0,0,13,5,0
13,0,32,41.46,305,-95,-11.5,11,2,1
1.3,0,19,28.6,97,-19,7.6,17,2,0
9.7,2.3,0,33.89,175,116,1.1,13,2,0
1,0,0,30.25,138,8,-0.2,17,3,0
24.3,2,6,100.13,1664,354,2.8,13,5,1
13.3,0.3,0,78.41,660,-169,-3.4,11,5,0
2.3,2,14,67.19,960,-75,-6.2,17,5,0
9.3,2.3,77,29.78,712,-18,-16.3,15,2,1
33.7,2,0,75.24,833,-441,-0.2,17,5,0
38.3,1,0,77,658,587,0,11,3,0
1.3,0,0,31.24,83,-51,-0.2,17,2,0
7.7,0,149,213.02,1332,432,170.6,11,2,1
0.7,0.3,24,42.96,78,-78,-9.7,13,2,1
17,10.3,37,55.1,606,-165,-18.1,11,4,0
0.7,0,1,35.59,424,150,-0.6,17,3,0
0.3,0,0,23.48,14,38,-9,11,2,1
21.3,4.7,0,53.72,694,157,-1.5,17,4,1
3.3,1,20,44.99,131,-80,1.2,15,2,0
9.7,0,0,10.25,180,27,0.7,15,2,0
46.7,0.7,84,71.73,786,-85,-29.8,13,2,0
1.3,0,0,55.45,218,-7,-1.5,13,2,1
18,0,175,106.68,844,436,46.1,13,2,0
7.3,1.7,0,63.39,464,-56,1.8,11,7,1
5,0.3,48,67.18,386,-8,0.7,11,2,0
7.3,0,77,69.87,542,206,-13.9,17,2,0
5.7,4,30,37.49,1473,46,-37.5,17,6,0
11.7,0,9,51.1,441,-92,-3.1,15,2,1
9.7,0,0,60.78,209,-31,0.2,11,2,1
30,1,331,140.29,1262,-332,-143.7,11,5,0
0,0,64,25.88,342,-136,-15.9,13,2,1
1,0,0,53.86,36,-9,-0.6,11,3,1
7.7,0,33,20.1,106,-80,-10.1,11,1,1
26.3,2,90,64.82,1110,-837,-66.4,13,2,0
0,0.3,0,27.3,35,37,7.1,11,5,1
19.7,1.7,185,127.94,901,-166,-22.4,15,5,0
2,0,0,49.99,192,-97,0,17,2,1
1.7,2.7,22,47.93,199,-13,-5.8,11,2,0
24.3,0.3,22,31.39,1380,440,14.7,15,4,0
1.3,7.3,2,30.87,143,-66,-0.9,11,2,1
1,0,11,31.17,185,48,-4.2,11,3,0
19.3,4,99,76.01,1324,-239,-64.3,11,2,1
2.3,0,8,69.7,340,50,0.5,11,3,1
0,0,6,22.32,17,33,6.3,11,2,1
9.7,0,0,30.26,175,-89,-0.3,11,5,1
3.7,0,4,36.42,206,-206,-23.2,13,2,0
2.3,3,0,75.91,114,-58,-0.9,11,3,0
119,35.3,849,318.99,6115,940,39.1,13,5,0
0.7,0,0,20.38,8,0,0.4,17,2,0
6,1,2,51.41,509,89,-0.4,17,3,0
3,4,95,68.89,1275,-275,42.8,11,2,0
15.3,0.3,575,241.14,1360,-134,-12.4,13,2,1
8,3,134,92.28,1049,248,-19.1,13,7,0
15,0.7,420,161.03,952,-952,-210,17,5,0
2.3,0,0,30.27,232,34,-0.3,11,1,1
7,1,32,80.72,1123,-63,0.5,13,5,0
15,2,0,67.84,1341,39,-2.6,11,5,0
12,3.3,7,43.42,420,-245,-3.4,13,5,0
19.3,2,0,47.01,133,-133,-47,13,5,0
1.3,0,0,50.47,491,436,-0.5,15,3,0
8.7,0,25,68.06,696,-680,-8.1,11,2,1
11,0.3,11,30.86,820,-192,-0.9,11,3,0
5,2,0,58.96,551,-68,-9,17,5,0
17.3,1,0,87.69,1089,-443,-36.7,13,3,0
15.3,4,0,27.04,299,132,-27,15,5,0
18.3,0,59,96.07,1185,108,8.4,17,2,1
22.7,11.7,303,194.4,1707,-1707,-195.8,11,5,0
6.7,0,102,73.78,580,300,66.4,15,4,0
5,0.7,0,35.73,157,-9,-0.7,17,2,0
1,1,0,56.24,347,80,0,17,3,0
3.7,0,9,13.51,305,190,10.5,15,1,0
0.7,0,0,59.99,90,-48,0,15,2,1
8,0.3,0,53.24,215,15,0,15,3,0
1.3,0,0,59.99,129,-79,0,17,2,1
3.3,0,32,46.28,225,162,33.9,17,2,0
12.7,12.3,16,24.68,506,-506,-19.7,17,3,1
38.7,0.3,116,139.78,1581,761,83.6,13,2,1
14.3,3,43,63.35,741,188,29.5,11,5,0
3,0,0,13.22,167,-96,-1.7,11,2,0
15.3,3.3,18,58.4,845,62,24.2,13,3,1
2,9,23,68.2,560,-192,-15,13,2,1
17.7,0.7,0,46.11,1096,74,-6.1,13,4,0
31,4.3,134,85.41,642,129,22.8,13,2,0
7.7,0,0,33.59,210,114,1.6,11,3,0
